PART_ID,HIERARCHY_ID,PART_NBR,ROW_STATUS_IND
d5555292-ed0e-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6053T47G03,A
d5555292-ed0f-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6053T47G08,A
d5555292-ed10-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6064T89G02,A
d5555292-ed11-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6064T89G03,A
d5555292-ed12-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6064T89G04,A
d5555292-ed13-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6064T89G05,A
d5555292-ed14-2723-e053-0100007f945f,d555528d-35c2-2723-e053-0100007f945f,6064T89G06,A
d5555292-ed15-2723-e053-0100007f945f,d555528d-35c3-2723-e053-0100007f945f,5034T06P01,A
d5555292-ed16-2723-e053-0100007f945f,d555528d-35c3-2723-e053-0100007f945f,5034T27P01,A
d5555292-ed17-2723-e053-0100007f945f,d555528d-35c3-2723-e053-0100007f945f,5034T27P02,A
d5555292-ed18-2723-e053-0100007f945f,d555528d-35c3-2723-e053-0100007f945f,6064T80P01,A
d5555292-ed19-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P01,A
d5555292-ed1a-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P02,A
d5555292-ed1b-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P03,A
d5555292-ed1c-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P04,A
d5555292-ed1d-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P05,A
d5555292-ed1e-2723-e053-0100007f945f,d555528d-35c4-2723-e053-0100007f945f,5044T41P06,A
d5555292-ed1f-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,5034T04P01,A
d5555292-ed20-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,5034T28P01,A
d5555292-ed21-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,5034T29P02,A
d5555292-ed22-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,6064T36P01,A
d5555292-ed23-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,6064T36P02,A
d5555292-ed24-2723-e053-0100007f945f,d555528d-35c6-2723-e053-0100007f945f,6064T37P01,A
d5555292-ed25-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6038T92G01,A
d5555292-ed26-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6038T92G02,A
d5555292-ed27-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6038T92G07,A
d5555292-ed28-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6038T92G08,A
d5555292-ed29-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6038T92G09,A
d5555292-ed2a-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6055T36G04,A
d5555292-ed2b-2723-e053-0100007f945f,d555528d-35c7-2723-e053-0100007f945f,6055T36G07,A
d5555292-ed2c-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,5125T91P01RE,A
d5555292-ed2d-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,5125T92G01,A
d5555292-ed2e-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,5125T92G01RE,A
d5555292-ed2f-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,6032T75G12,A
d5555292-ed30-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,6043T35G01,A
d5555292-ed31-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,6043T35G01RE,A
d5555292-ed32-2723-e053-0100007f945f,d555528d-35c8-2723-e053-0100007f945f,6043T35P01,A
d5555292-ed33-2723-e053-0100007f945f,d555528d-35c9-2723-e053-0100007f945f,4052T72G02,A
d5555292-ed34-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,5043T77G04,A
d5555292-ed35-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6038T43P17,A
d5555292-ed36-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G01,A
d5555292-ed37-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G02,A
d5555292-ed38-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G07,A
d5555292-ed39-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G08,A
d5555292-ed3a-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G10,A
d5555292-ed3b-2723-e053-0100007f945f,d555528d-35ca-2723-e053-0100007f945f,6058T13G11,A
d5555292-ed3c-2723-e053-0100007f945f,d555528d-35ce-2723-e053-0100007f945f,6038T37G01,A
d5555292-ed3d-2723-e053-0100007f945f,d555528d-35ce-2723-e053-0100007f945f,6038T37G02,A
d5555292-ed3e-2723-e053-0100007f945f,d555528d-35ce-2723-e053-0100007f945f,6038T37G07,A
d5555292-ed3f-2723-e053-0100007f945f,d555528d-35d2-2723-e053-0100007f945f,5051T01G02,A
d5555292-ed40-2723-e053-0100007f945f,d555528d-35d3-2723-e053-0100007f945f,5035T27G04,A
d5555292-ed41-2723-e053-0100007f945f,d555528d-35d4-2723-e053-0100007f945f,5043T77G03,A
d5555292-ed42-2723-e053-0100007f945f,d555528d-35d4-2723-e053-0100007f945f,5043T77G04,A
d5555292-ed43-2723-e053-0100007f945f,d555528d-35d5-2723-e053-0100007f945f,6035T02G01,A
d5555292-ed44-2723-e053-0100007f945f,d555528d-35d5-2723-e053-0100007f945f,6043T82G01,D
d5555292-ed45-2723-e053-0100007f945f,d555528d-35d5-2723-e053-0100007f945f,6044T07G01,D
d5555292-ed46-2723-e053-0100007f945f,d555528d-35d5-2723-e053-0100007f945f,6064T26G01,D
d5555292-ed47-2723-e053-0100007f945f,d555528d-35d5-2723-e053-0100007f945f,6071T25G01,D
d5555292-ed48-2723-e053-0100007f945f,d555528d-35d6-2723-e053-0100007f945f,5034T07P03,A
d5555292-ed49-2723-e053-0100007f945f,d555528d-35d6-2723-e053-0100007f945f,5043T18P01,A
d5555292-ed4a-2723-e053-0100007f945f,d555528d-35d6-2723-e053-0100007f945f,6064T34P01,A
d5555292-ed4b-2723-e053-0100007f945f,d555528d-35d6-2723-e053-0100007f945f,6064T34P02,A
d5555292-ed4c-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,5035T69P01,A
d5555292-ed4d-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,5035T69P02,A
d5555292-ed4e-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,5035T71P01,A
d5555292-ed4f-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,5121T46P01,A
d5555292-ed50-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,5121T46P02,A
d5555292-ed51-2723-e053-0100007f945f,d555528d-35d7-2723-e053-0100007f945f,6064T79P01,A
d5555292-ed52-2723-e053-0100007f945f,d555528d-35d8-2723-e053-0100007f945f,6038T48P02,A
d5555292-ed53-2723-e053-0100007f945f,d555528d-35d8-2723-e053-0100007f945f,6043T45P01,A
d5555292-ed54-2723-e053-0100007f945f,d555528d-35d8-2723-e053-0100007f945f,6064T35P01,A
d5555292-ed55-2723-e053-0100007f945f,d555528d-35d8-2723-e053-0100007f945f,6064T35P02,A
d5555292-ed56-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,5036T87P04,A
d5555292-ed57-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,5036T87P06,A
d5555292-ed58-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,5036T88P02,A
d5555292-ed59-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,5036T88P06,A
d5555292-ed5a-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,6064T14P01,A
d5555292-ed5b-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,6064T15P01,A
d5555292-ed5c-2723-e053-0100007f945f,d555528d-35da-2723-e053-0100007f945f,6064T15P03,A
d5555292-ed5d-2723-e053-0100007f945f,d555528d-35db-2723-e053-0100007f945f,6035T26P01,A
d5555292-ed5e-2723-e053-0100007f945f,d555528d-35db-2723-e053-0100007f945f,6035T26P02,A
d5555292-ed5f-2723-e053-0100007f945f,d555528d-35dc-2723-e053-0100007f945f,5036T99G02,A
d5555292-ed60-2723-e053-0100007f945f,d555528d-35dc-2723-e053-0100007f945f,5044T23G01,A
d5555292-ed61-2723-e053-0100007f945f,d555528d-35dd-2723-e053-0100007f945f,6039T27G01,A
d5555292-ed62-2723-e053-0100007f945f,d555528d-35dd-2723-e053-0100007f945f,6043T49G03,A
d5555292-ed63-2723-e053-0100007f945f,d555528d-35dd-2723-e053-0100007f945f,6043T59G02,A
d5555292-ed64-2723-e053-0100007f945f,d555528d-35de-2723-e053-0100007f945f,3065T21G01,A
d5555292-ed65-2723-e053-0100007f945f,d555528d-35de-2723-e053-0100007f945f,6039T56G02,A
d5555292-ed66-2723-e053-0100007f945f,d555528d-35de-2723-e053-0100007f945f,6039T56G04,A
d5555292-ed67-2723-e053-0100007f945f,d555528d-35de-2723-e053-0100007f945f,6039T56G05,A
d5555292-ed68-2723-e053-0100007f945f,d555528d-35df-2723-e053-0100007f945f,6032T89P02,A
d5555292-ed69-2723-e053-0100007f945f,d555528d-35e0-2723-e053-0100007f945f,Unknown,A
d5555292-ed6a-2723-e053-0100007f945f,d555528d-35e1-2723-e053-0100007f945f,6033T57G04,A
d5555292-ed6b-2723-e053-0100007f945f,d555528d-35e3-2723-e053-0100007f945f,4041T51P02,A
d5555292-ed6c-2723-e053-0100007f945f,d555528d-35e3-2723-e053-0100007f945f,4041T52P01,A
d5555292-ed6d-2723-e053-0100007f945f,d555528d-35e3-2723-e053-0100007f945f,4041T90G01,A
d5555292-ed6e-2723-e053-0100007f945f,d555528d-35e3-2723-e053-0100007f945f,4053T44G01,A
d5555292-ed6f-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G04,A
d5555292-ed70-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G07,A
d5555292-ed71-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G10,A
d5555292-ed72-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G13,A
d5555292-ed73-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G14,A
d5555292-ed74-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G15,A
d5555292-ed75-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G17,A
d5555292-ed76-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G18,A
d5555292-ed77-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G19,A
d5555292-ed78-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G21,A
d5555292-ed79-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G22,A
d5555292-ed7a-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6035T77G23,A
d5555292-ed7b-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6064T05G02,A
d5555292-ed7c-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6064T05G03,A
d5555292-ed7d-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6071T89G05,A
d5555292-ed7e-2723-e053-0100007f945f,d555528d-35e5-2723-e053-0100007f945f,6071T89G06,A
d5555292-ed7f-2723-e053-0100007f945f,d555528d-35e6-2723-e053-0100007f945f,5044T07P01,A
d5555292-ed80-2723-e053-0100007f945f,d555528d-35e7-2723-e053-0100007f945f,6035T79P02,A
d5555292-ed81-2723-e053-0100007f945f,d555528d-35e7-2723-e053-0100007f945f,6035T79P04,A
d5555292-ed82-2723-e053-0100007f945f,d555528d-35e7-2723-e053-0100007f945f,6061T53P01,A
d5555292-ed83-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6033T63G09,A
d5555292-ed84-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6033T63G10,A
d5555292-ed85-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6033T63G11,A
d5555292-ed86-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G01,A
d5555292-ed87-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G02,A
d5555292-ed88-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G03,A
d5555292-ed89-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G04,A
d5555292-ed8a-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G05,A
d5555292-ed8b-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G06,A
d5555292-ed8c-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G07,A
d5555292-ed8d-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G08,A
d5555292-ed8e-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6039T04G12,A
d5555292-ed8f-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6071T76G01,A
d5555292-ed90-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6071T76G02,A
d5555292-ed91-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6071T76G03,A
d5555292-ed92-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6071T76G04,A
d5555292-ed93-2723-e053-0100007f945f,d555528d-35e8-2723-e053-0100007f945f,6071T76G08,A
d5555292-ed94-2723-e053-0100007f945f,d555528d-35e9-2723-e053-0100007f945f,5044T14G01,A
d5555292-ed95-2723-e053-0100007f945f,d555528d-35ed-2723-e053-0100007f945f,6035T21P01,A
d5555292-ed96-2723-e053-0100007f945f,d555528d-35ed-2723-e053-0100007f945f,6035T21P03,A
d5555292-ed97-2723-e053-0100007f945f,d555528d-35ed-2723-e053-0100007f945f,6035T21P04,A
d5555292-ed98-2723-e053-0100007f945f,d555528d-35ee-2723-e053-0100007f945f,6033T69P02,A
d5555292-ed99-2723-e053-0100007f945f,d555528d-35ee-2723-e053-0100007f945f,6033T69P03,A
d5555292-ed9a-2723-e053-0100007f945f,d555528d-35ee-2723-e053-0100007f945f,6033T69P04,A
d5555292-ed9b-2723-e053-0100007f945f,d555528d-35ef-2723-e053-0100007f945f,6034T86G05,A
d5555292-ed9c-2723-e053-0100007f945f,d555528d-35ef-2723-e053-0100007f945f,6034T86G02,A
d5555292-ed9d-2723-e053-0100007f945f,d555528d-35f0-2723-e053-0100007f945f,6039T08G04,A
d5555292-ed9e-2723-e053-0100007f945f,d555528d-35f0-2723-e053-0100007f945f,6039T08G01,A
d5555292-ed9f-2723-e053-0100007f945f,d555528d-35f1-2723-e053-0100007f945f,6034T82G05,A
d5555292-eda0-2723-e053-0100007f945f,d555528d-35f1-2723-e053-0100007f945f,6034T82G02,A
d5555292-eda1-2723-e053-0100007f945f,d555528d-35f2-2723-e053-0100007f945f,5044T16G01,A
d5555292-eda2-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T83P01,A
d5555292-eda3-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T83P02,A
d5555292-eda4-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T88P03,A
d5555292-eda5-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T88P04,A
d5555292-eda6-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T88P05,A
d5555292-eda7-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6035T88P07,A
d5555292-eda8-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6068T44P01,A
d5555292-eda9-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6068T44P02,A
d5555292-edaa-2723-e053-0100007f945f,d555528d-35f3-2723-e053-0100007f945f,6068T44P04,A
d5555292-edab-2723-e053-0100007f945f,d555528d-35f4-2723-e053-0100007f945f,6038T74P01,A
d5555292-edac-2723-e053-0100007f945f,d555528d-35f4-2723-e053-0100007f945f,6055T59P01,A
d5555292-edad-2723-e053-0100007f945f,d555528d-35f4-2723-e053-0100007f945f,6055T59P02,A
d5555292-edae-2723-e053-0100007f945f,d555528d-35f4-2723-e053-0100007f945f,6055T59P03,A
d5555292-edaf-2723-e053-0100007f945f,d555528d-35f4-2723-e053-0100007f945f,6071T67P01,A
d5555292-edb0-2723-e053-0100007f945f,d555528d-35f6-2723-e053-0100007f945f,5036T95P01,A
d5555292-edb1-2723-e053-0100007f945f,d555528d-35f6-2723-e053-0100007f945f,5036T95P02,A
d5555292-edb2-2723-e053-0100007f945f,d555528d-35f6-2723-e053-0100007f945f,5056T91P01,A
d5555292-edb3-2723-e053-0100007f945f,d555528d-35f6-2723-e053-0100007f945f,5056T91P02,A
d5555292-edb4-2723-e053-0100007f945f,d555528d-35f6-2723-e053-0100007f945f,5060T63P01,A
d5555292-edb5-2723-e053-0100007f945f,d555528d-35f7-2723-e053-0100007f945f,6032T26G08,A
d5555292-edb6-2723-e053-0100007f945f,d555528d-35f7-2723-e053-0100007f945f,6032T26G09,A
d5555292-edb7-2723-e053-0100007f945f,d555528d-35f7-2723-e053-0100007f945f,6043T56G01,A
d5555292-edb8-2723-e053-0100007f945f,d555528d-35f7-2723-e053-0100007f945f,6043T56G02,A
d5555292-edb9-2723-e053-0100007f945f,d555528d-35f7-2723-e053-0100007f945f,6043T56G02R,A
d5555292-edba-2723-e053-0100007f945f,d555528d-35f9-2723-e053-0100007f945f,6032T27P07,A
d5555292-edbb-2723-e053-0100007f945f,d555528d-35f9-2723-e053-0100007f945f,6032T27P08,A
d5555292-edbc-2723-e053-0100007f945f,d555528d-35f9-2723-e053-0100007f945f,6032T27P08R,A
d5555292-edbd-2723-e053-0100007f945f,d555528d-35fb-2723-e053-0100007f945f,6038T08P03,A
d5555292-edbe-2723-e053-0100007f945f,d555528d-35fb-2723-e053-0100007f945f,6038T08P04,A
d5555292-edbf-2723-e053-0100007f945f,d555528d-35fd-2723-e053-0100007f945f,6038T08P03,A
d5555292-edc0-2723-e053-0100007f945f,d555528d-35fd-2723-e053-0100007f945f,6038T08P04,A
d5555292-edc1-2723-e053-0100007f945f,d555528d-35ff-2723-e053-0100007f945f,6038T09P02,A
d5555292-edc2-2723-e053-0100007f945f,d555528d-35ff-2723-e053-0100007f945f,6038T09P03,A
d5555292-edc3-2723-e053-0100007f945f,d555528d-35ff-2723-e053-0100007f945f,6038T09P04,A
d5555292-edc4-2723-e053-0100007f945f,d555528d-35ff-2723-e053-0100007f945f,6038T09P04R,A
d5555292-edc5-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,5035T68P05,A
d5555292-edc6-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,6043T36P01,A
d5555292-edc7-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,6043T36P01A,A
d5555292-edc8-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,6043T36P02,A
d5555292-edc9-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,6055T40P01,A
d5555292-edca-2723-e053-0100007f945f,d555528d-3601-2723-e053-0100007f945f,6055T40P04,A
d5555292-edcb-2723-e053-0100007f945f,d555528d-3602-2723-e053-0100007f945f,6035T83P01,A
d5555292-edcc-2723-e053-0100007f945f,d555528d-3602-2723-e053-0100007f945f,6035T83P03,A
d5555292-edcd-2723-e053-0100007f945f,d555528d-3602-2723-e053-0100007f945f,6080T48P01,A
d5555292-edce-2723-e053-0100007f945f,d555528d-3603-2723-e053-0100007f945f,4045T08P01,A
d5555292-edcf-2723-e053-0100007f945f,d555528d-3603-2723-e053-0100007f945f,5066T79P01,A
d5555292-edd0-2723-e053-0100007f945f,d555528d-3604-2723-e053-0100007f945f,5043T04P02,A
d5555292-edd1-2723-e053-0100007f945f,d555528d-3604-2723-e053-0100007f945f,5043T07G01,A
d5555292-edd2-2723-e053-0100007f945f,d555528d-3604-2723-e053-0100007f945f,5043T07G02,A
d5555292-edd3-2723-e053-0100007f945f,d555528d-3605-2723-e053-0100007f945f,3903T58P01,A
d5555292-edd4-2723-e053-0100007f945f,d555528d-3606-2723-e053-0100007f945f,5035T57P02,A
d5555292-edd5-2723-e053-0100007f945f,d555528d-3607-2723-e053-0100007f945f,3031T84P04,A
d5555292-edd6-2723-e053-0100007f945f,d555528d-3607-2723-e053-0100007f945f,3031T84P05,A
d5555292-edd7-2723-e053-0100007f945f,d555528d-3607-2723-e053-0100007f945f,3031T84P06,A
d5555292-edd8-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,4923T43G03,A
d5555292-edd9-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G01,A
d5555292-edda-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G02,A
d5555292-eddb-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G03,A
d5555292-eddc-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G04,A
d5555292-eddd-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G05,A
d5555292-edde-2723-e053-0100007f945f,d555528d-3608-2723-e053-0100007f945f,6039T60G06,A
